"ID","Y"
1,291.078110782091
2,280.266957291161
3,300.997563868575
4,303.433315048611
5,294.259853622199
6,298.31426920161
7,289.441729023346
8,281.270234346692
9,300.08163604743
10,299.131801451027
11,297.349292466183
12,296.733828936502
13,298.957931565615
14,295.089915190113
15,292.918172583067
16,262.482381666511
17,299.379126901324
18,282.132893341605
19,296.256393134377
20,298.202936558592
21,283.363557354305
22,283.131676383251
23,266.384438264318
24,298.153888331751
25,297.841877527145
26,294.609876874808
27,302.900891315976
28,287.414199907429
29,299.00252372213
30,295.513290078174
31,275.813886891709
32,299.713951838016
33,305.02826968308
34,286.916746096495
35,293.803636493743
36,298.898385593227
37,266.604680378238
38,258.64714545097
39,292.098813974705
40,284.426075698725
41,299.684723327223
42,291.30757945464
43,296.052722314232
44,255.33738152311
45,224.362747095337
46,282.510864184215
47,299.79003922268
48,271.873495799527
49,245.483258128011
50,301.090923538015
51,293.347905305262
52,299.69469432134
53,290.332281646328
54,298.880958448731
55,299.611116259591
56,302.720445849063
57,286.318499403454
58,301.22652412978
59,297.9955440595
60,288.281716725221
61,305.650069740857
62,291.515483700604
63,283.026764627987
64,280.410986070175
65,293.359496463621
66,295.058772239653
67,268.843565703752
68,278.727382171749
69,297.265853902211
70,304.845837726911
71,296.888029287526
72,288.639003220437
73,297.748089352917
74,281.882323067128
75,272.048676990209
76,254.18601519446
77,291.66864722284
78,295.113767852656
79,292.542583061213
80,299.659087136847
81,304.122505381554
82,283.302454537145
83,263.529279744388
84,259.244383500063
85,288.208295353109
86,291.408752838066
87,301.727265024096
88,245.996820751
89,286.128108385259
90,298.34872611025
91,294.591766179176
92,299.485099370104
93,292.841937509065
94,287.299156685342
95,295.601022497869
96,291.224105128784
97,300.323978615792
98,284.466208192304
99,268.646223789274
100,302.651556394566
101,297.087973859216
102,293.052600675866
103,286.429178433931
104,289.387600194583
105,276.134485621218
106,299.715208214753
107,296.150055306963
108,292.852794514517
109,254.766290223247
110,305.111635047527
111,291.037457648227
112,294.006989516557
113,302.078892177557
114,293.572913991013
115,301.671371957683
116,305.341088985237
117,298.681474267816
118,295.500172830538
119,275.21988398727
120,272.264769839455
121,296.694281996488
122,297.754979566698
123,270.746345447363
124,290.814816391922
125,294.542272900792
126,299.683492254449
127,295.460700221142
128,297.524755861164
129,296.998000255809
131,299.150428048279
132,296.330737305325
