"","ID","Y"
"1",1,291.065518501248
"2",2,280.571329948114
"3",3,301.019269879821
"4",4,303.370463166464
"5",5,294.185667538217
"6",6,298.331149095347
"7",7,289.42263278262
"8",8,281.280078298735
"9",9,300.032401926908
"10",10,298.935223152467
"11",11,297.115888672722
"12",12,296.538061004668
"13",13,298.715506721579
"14",14,295.130011409775
"15",15,292.868252336784
"16",16,262.732727036554
"17",17,299.136867709126
"18",18,282.318483898771
"19",19,296.275630639206
"20",20,298.209131739158
"21",21,283.483652278268
"22",22,283.295959150624
"23",23,266.75033827287
"24",24,298.178543974531
"25",25,297.651571359157
"26",26,294.745766187008
"27",27,302.802165773167
"28",28,287.418992056865
"29",29,298.802706457563
"30",30,295.61988196473
"31",31,275.926180969558
"32",32,299.523611709409
"33",33,304.839387196163
"34",34,286.815425577225
"35",35,293.72828737271
"36",36,298.783764995389
"37",37,267.187257618772
"38",38,259.169196717025
"39",39,291.992478822736
"40",40,284.585809464171
"41",41,299.61014385602
"42",42,291.231276425752
"43",43,296.205057936474
"44",44,255.932066167746
"45",45,225.633537102697
"46",46,282.556309644169
"47",47,299.669168152162
"48",48,272.299522849207
"49",49,246.334228716492
"50",50,300.935898762381
"51",51,293.125238478895
"52",52,299.688193528595
"53",53,290.572973987976
"54",54,298.880674130811
"55",55,299.412741660759
"56",56,302.52298580717
"57",57,286.311295176799
"58",58,301.188018139838
"59",59,297.911910006484
"60",60,288.384097315819
"61",61,305.49397737949
"62",62,291.542725483016
"63",63,283.02981927747
"64",64,280.285029845986
"65",65,293.334625929762
"66",66,295.014642646214
"67",67,269.220968690291
"68",68,278.765614309387
"69",69,297.268142018592
"70",70,304.516713126456
"71",71,296.794578219946
"72",72,288.64214892563
"73",73,297.597244609424
"74",74,282.041802758309
"75",75,272.148810507777
"76",76,254.82333820697
"77",77,291.800388204884
"78",78,295.086828133751
"79",79,292.41299324712
"80",80,299.538271369061
"81",81,303.928801885658
"82",82,283.385509517718
"83",83,263.720221908822
"84",84,259.777783616269
"85",85,288.160528238314
"86",86,291.432447251017
"87",87,301.572476243771
"88",88,246.73880712965
"89",89,286.194739961612
"90",90,298.201235041602
"91",91,294.486836950789
"92",92,299.512855277572
"93",93,292.524639791869
"94",94,287.050659231762
"95",95,295.488423801835
"96",96,291.172020552347
"97",97,300.067737192235
"98",98,284.296880619769
"99",99,269.047871695161
"100",100,302.685396990076
"101",101,297.114044428294
"102",102,293.003899274738
"103",103,286.50886167936
"104",104,289.468210367766
"105",105,276.296618457897
"106",106,299.575088986467
"107",107,295.93844663459
"108",108,292.94981697556
"109",109,255.736577274074
"110",110,304.851809767343
"111",111,291.120674918199
"112",112,294.137393481763
"113",113,301.981402416259
"114",114,293.554140673114
"115",115,301.618133347833
"116",116,305.314094264504
"117",117,298.535468183087
"118",118,295.487709304259
"119",119,275.649150298738
"120",120,272.372162578551
"121",121,296.761605273623
"122",122,297.772667569847
"123",123,271.103120291099
"124",124,290.719009103474
"125",125,294.395847910221
"126",126,299.741229496499
"127",127,295.475603327839
"128",128,297.455585886398
"129",129,296.85466424768
"130",131,299.018590758917
"131",132,296.180245857593
"132",133,293.409446088224
"133",135,295.287240450338
"134",136,299.511729491182
"135",137,291.468750979676
"136",138,263.235875121405
"137",139,286.626144268803
"138",140,296.252466099679
"139",141,294.753890648507
"140",142,267.450685578708
"141",143,296.255540996502
"142",144,297.908257485775
"143",145,289.656438692715
"144",146,296.186641189729
"145",147,289.896460939353
"146",148,295.551429052285
"147",149,218.335205785012
"148",150,293.413166351673
"149",151,291.160192465231
"150",152,281.5552829652
"151",153,290.741698303998
"152",154,293.957577509202
"153",155,299.402773197142
"154",156,276.289869684542
"155",157,279.934949814247
"156",158,291.317721285633
"157",159,304.963160809463
"158",160,297.771447629643
"159",161,302.506727818621
"160",162,296.445706260214
"161",163,288.497895539537
"162",164,274.943817130318
"163",165,290.678849548491
"164",166,293.318579387969
"165",167,295.115865867898
"166",168,299.008587351501
"167",169,280.996913362665
"168",170,291.712434936338
"169",171,297.72006867499
"170",172,281.837794496041
"171",173,297.723391415802
"172",174,296.22440371132
"173",175,296.875566100391
"174",176,304.029382520072
"175",177,281.16595764531
"176",178,270.160939033655
"177",179,273.95879477587
"178",180,260.337018871082
"179",181,292.48343299805
"180",182,303.34498493678
"181",183,300.744097334177
"182",184,297.144745262509
"183",185,292.923703836406
"184",186,294.654853875829
"185",187,281.89845436022
"186",188,306.596547797721
"187",189,288.526248240476
"188",190,289.872186738753
